CensusArea,Age,Population
0801903084,35-39,104
0801903084,40-44,117
0801903084,45-49,91
0801903084,50-54,74
0801903084,55-59,76
0801903084,60-64,83
0801903084,65-69,85
0801903084,70-74,142
0801903084,75-79,103
0801903084,80-84,40
0801903084,85-89,26
0801903084,90-94,17
0801903084,95-99,8
0801903084,100,1
0801903085,0-4,57
0801903085,5-9,57
0801903085,10-14,35
0801903085,15-19,39
0801903085,20-24,44
0801903085,25-29,91
0801903085,30-34,105
0801903085,35-39,127
0801903085,40-44,100
0801903085,45-49,94
0801903085,50-54,91
0801903085,55-59,74
0801903085,60-64,71
0801903085,65-69,82
0801903085,70-74,74
0801903085,75-79,56
0801903085,80-84,38
0801903085,85-89,22
0801903085,90-94,20
0801903085,95-99,6
0801903085,100,0
0801903086,0-4,36
0801903086,5-9,46
0801903086,10-14,36
0801903086,15-19,48
0801903086,20-24,53
0801903086,25-29,68
0801903086,30-34,101
0801903086,35-39,84
0801903086,40-44,65
0801903086,45-49,75
0801903086,50-54,64
0801903086,55-59,68
0801903086,60-64,92
0801903086,65-69,105
0801903086,70-74,116
0801903086,75-79,100
0801903086,80-84,37
0801903086,85-89,30
0801903086,90-94,12
0801903086,95-99,3
0801903086,100,0
0801903087,0-4,54
0801903087,5-9,51
0801903087,10-14,56
0801903087,15-19,59
0801903087,20-24,71
0801903087,25-29,100
0801903087,30-34,77
0801903087,35-39,86
0801903087,40-44,102
0801903087,45-49,111
0801903087,50-54,111
0801903087,55-59,109
0801903087,60-64,76
0801903087,65-69,59
0801903087,70-74,59
0801903087,75-79,121
0801903087,80-84,67
0801903087,85-89,55
0801903087,90-94,30
0801903087,95-99,6
0801903087,100,0
0801903088,0-4,48
0801903088,5-9,60
0801903088,10-14,45
0801903088,15-19,46
0801903088,20-24,66
0801903088,25-29,98
0801903088,30-34,120
0801903088,35-39,97
0801903088,40-44,95
0801903088,45-49,102
0801903088,50-54,74
0801903088,55-59,76
0801903088,60-64,72
0801903088,65-69,93
0801903088,70-74,77
0801903088,75-79,65
0801903088,80-84,59
0801903088,85-89,46
0801903088,90-94,14
0801903088,95-99,5
0801903088,100,1
0801903089,0-4,31
0801903089,5-9,49
0801903089,10-14,46
0801903089,15-19,40
0801903089,20-24,50
0801903089,25-29,75
0801903089,30-34,101
0801903089,35-39,86
0801903089,40-44,74
0801903089,45-49,93
0801903089,50-54,73
0801903089,55-59,77
0801903089,60-64,83
0801903089,65-69,76
0801903089,70-74,79
0801903089,75-79,76
0801903089,80-84,41
0801903089,85-89,43
0801903089,90-94,28
0801903089,95-99,12
0801903089,100,0
0801903090,0-4,22
0801903090,5-9,32
0801903090,10-14,32
0801903090,15-19,40
0801903090,20-24,56
0801903090,25-29,82
0801903090,30-34,86
0801903090,35-39,58
0801903090,40-44,54
0801903090,45-49,41
0801903090,50-54,66
0801903090,55-59,90
0801903090,60-64,81
0801903090,65-69,69
0801903090,70-74,43
0801903090,75-79,44
0801903090,80-84,29
0801903090,85-89,28
0801903090,90-94,17
0801903090,95-99,5
0801903090,100,1
0801903091,0-4,54
0801903091,5-9,54
0801903091,10-14,47
0801903091,15-19,64
0801903091,20-24,91
0801903091,25-29,127
0801903091,30-34,123
0801903091,35-39,116
0801903091,40-44,111
0801903091,45-49,104
0801903091,50-54,99
0801903091,55-59,118
0801903091,60-64,103
0801903091,65-69,89
0801903091,70-74,39
0801903091,75-79,52
0801903091,80-84,25
0801903091,85-89,40
0801903091,90-94,15
0801903091,95-99,3
0801903091,100,0
0801903092,0-4,48
0801903092,5-9,59
0801903092,10-14,30
0801903092,15-19,38
0801903092,20-24,69
0801903092,25-29,92
0801903092,30-34,124
0801903092,35-39,102
0801903092,40-44,89
0801903092,45-49,81
0801903092,50-54,78
0801903092,55-59,66
0801903092,60-64,83
0801903092,65-69,74
0801903092,70-74,41
0801903092,75-79,49
0801903092,80-84,27
0801903092,85-89,25
0801903092,90-94,23
0801903092,95-99,4
0801903092,100,0
0801903093,0-4,38
0801903093,5-9,38
0801903093,10-14,51
0801903093,15-19,66
0801903093,20-24,89
0801903093,25-29,88
0801903093,30-34,106
0801903093,35-39,86
0801903093,40-44,104
0801903093,45-49,86
0801903093,50-54,101
0801903093,55-59,113
0801903093,60-64,130
0801903093,65-69,103
0801903093,70-74,102
0801903093,75-79,61
0801903093,80-84,44
0801903093,85-89,50
0801903093,90-94,13
0801903093,95-99,0
0801903093,100,2
0801903094,0-4,34
0801903094,5-9,48
0801903094,10-14,44
0801903094,15-19,52
0801903094,20-24,55
0801903094,25-29,81
0801903094,30-34,114
0801903094,35-39,83
0801903094,40-44,87
0801903094,45-49,93
0801903094,50-54,82
0801903094,55-59,80
0801903094,60-64,69
0801903094,65-69,69
0801903094,70-74,55
0801903094,75-79,56
0801903094,80-84,41
0801903094,85-89,32
0801903094,90-94,22
0801903094,95-99,3
0801903094,100,1
0801903095,0-4,56
0801903095,5-9,52
0801903095,10-14,48
0801903095,15-19,51
0801903095,20-24,76
0801903095,25-29,148
0801903095,30-34,115
0801903095,35-39,111
0801903095,40-44,135
0801903095,45-49,131
0801903095,50-54,117
0801903095,55-59,108
0801903095,60-64,85
0801903095,65-69,75
0801903095,70-74,71
0801903095,75-79,72
0801903095,80-84,47
0801903095,85-89,42
0801903095,90-94,14
0801903095,95-99,7
0801903095,100,1
0801903096,0-4,61
0801903096,5-9,64
0801903096,10-14,47
0801903096,15-19,45
0801903096,20-24,96
0801903096,25-29,139
0801903096,30-34,157
0801903096,35-39,153
0801903096,40-44,115
0801903096,45-49,134
0801903096,50-54,114
0801903096,55-59,100
0801903096,60-64,105
0801903096,65-69,72
0801903096,70-74,48
0801903096,75-79,38
0801903096,80-84,37
0801903096,85-89,31
0801903096,90-94,15
0801903096,95-99,4
0801903096,100,1
0801903097,0-4,59
0801903097,5-9,63
0801903097,10-14,59
0801903097,15-19,53
0801903097,20-24,86
0801903097,25-29,159
0801903097,30-34,168
0801903097,35-39,165
0801903097,40-44,154
0801903097,45-49,127
0801903097,50-54,113
0801903097,55-59,110
0801903097,60-64,83
0801903097,65-69,43
0801903097,70-74,37
0801903097,75-79,30
0801903097,80-84,29
0801903097,85-89,23
0801903097,90-94,19
0801903097,95-99,6
0801903097,100,0
0801903098,0-4,49
0801903098,5-9,57
0801903098,10-14,57
0801903098,15-19,58
0801903098,20-24,80
0801903098,25-29,124
0801903098,30-34,136
0801903098,35-39,122
0801903098,40-44,121
0801903098,45-49,108
0801903098,50-54,106
0801903098,55-59,94
0801903098,60-64,85
0801903098,65-69,69
0801903098,70-74,42
0801903098,75-79,45
0801903098,80-84,32
0801903098,85-89,23
0801903098,90-94,16
0801903098,95-99,2
0801903098,100,0
0801903099,0-4,41
0801903099,5-9,47
0801903099,10-14,37
0801903099,15-19,32
0801903099,20-24,46
0801903099,25-29,62
0801903099,30-34,83
0801903099,35-39,98
0801903099,40-44,90
0801903099,45-49,84
0801903099,50-54,74
0801903099,55-59,74
0801903099,60-64,53
0801903099,65-69,32
0801903099,70-74,26
0801903099,75-79,36
0801903099,80-84,29
0801903099,85-89,23
0801903099,90-94,12
0801903099,95-99,4
0801903099,100,0
0801903100,0-4,41
0801903100,5-9,46
0801903100,10-14,63
0801903100,15-19,42
0801903100,20-24,60
0801903100,25-29,72
0801903100,30-34,119
0801903100,35-39,103
0801903100,40-44,118
0801903100,45-49,129
0801903100,50-54,86
0801903100,55-59,64
0801903100,60-64,54
0801903100,65-69,62
0801903100,70-74,49
0801903100,75-79,47
0801903100,80-84,46
0801903100,85-89,30
0801903100,90-94,19
0801903100,95-99,6
0801903100,100,1
0801903101,0-4,231
0801903101,5-9,215
0801903101,10-14,225
0801903101,15-19,192
0801903101,20-24,468
0801903101,25-29,636
0801903101,30-34,654
0801903101,35-39,613
0801903101,40-44,562
0801903101,45-49,504
0801903101,50-54,387
0801903101,55-59,314
0801903101,60-64,216
0801903101,65-69,156
0801903101,70-74,108
0801903101,75-79,79
0801903101,80-84,56
0801903101,85-89,53
0801903101,90-94,27
0801903101,95-99,8
0801903101,100,3
0801903102,0-4,42
0801903102,5-9,52
0801903102,10-14,67
0801903102,15-19,56
0801903102,20-24,51
0801903102,25-29,113
0801903102,30-34,115
0801903102,35-39,98
0801903102,40-44,107
0801903102,45-49,114
0801903102,50-54,97
0801903102,55-59,81
0801903102,60-64,76
0801903102,65-69,67
0801903102,70-74,52
0801903102,75-79,65
0801903102,80-84,47
0801903102,85-89,24
0801903102,90-94,15
0801903102,95-99,2
0801903102,100,1
0801903103,0-4,37
0801903103,5-9,38
0801903103,10-14,47
0801903103,15-19,31
0801903103,20-24,38
0801903103,25-29,57
0801903103,30-34,79
0801903103,35-39,75
0801903103,40-44,84
0801903103,45-49,83
0801903103,50-54,49
0801903103,55-59,74
0801903103,60-64,68
0801903103,65-69,82
0801903103,70-74,102
0801903103,75-79,89
0801903103,80-84,40
0801903103,85-89,25
0801903103,90-94,17
0801903103,95-99,7
0801903103,100,1
0801903104,0-4,57
0801903104,5-9,52
0801903104,10-14,38
0801903104,15-19,60
0801903104,20-24,66
0801903104,25-29,119
0801903104,30-34,171
0801903104,35-39,159
0801903104,40-44,114
0801903104,45-49,88
0801903104,50-54,96
0801903104,55-59,82
0801903104,60-64,97
0801903104,65-69,61
0801903104,70-74,59
0801903104,75-79,43
0801903104,80-84,38
0801903104,85-89,27
0801903104,90-94,12
0801903104,95-99,3
0801903104,100,1
0801903105,0-4,47
0801903105,5-9,48
0801903105,10-14,37
0801903105,15-19,45
0801903105,20-24,61
0801903105,25-29,106
0801903105,30-34,132
0801903105,35-39,123
0801903105,40-44,92
0801903105,45-49,87
0801903105,50-54,83
0801903105,55-59,72
0801903105,60-64,41
0801903105,65-69,51
0801903105,70-74,49
0801903105,75-79,36
0801903105,80-84,23
0801903105,85-89,25
0801903105,90-94,18
0801903105,95-99,2
0801903105,100,0
0801903106,0-4,38
0801903106,5-9,47
0801903106,10-14,51
0801903106,15-19,53
0801903106,20-24,61
0801903106,25-29,117
0801903106,30-34,140
0801903106,35-39,107
0801903106,40-44,107
0801903106,45-49,112
0801903106,50-54,97
0801903106,55-59,90
0801903106,60-64,69
0801903106,65-69,51
0801903106,70-74,45
0801903106,75-79,29
0801903106,80-84,33
0801903106,85-89,25
0801903106,90-94,15
0801903106,95-99,3
0801903106,100,1
0801903107,0-4,48
0801903107,5-9,64
0801903107,10-14,57
0801903107,15-19,77
0801903107,20-24,124
0801903107,25-29,127
0801903107,30-34,144
0801903107,35-39,129
0801903107,40-44,141
0801903107,45-49,119
0801903107,50-54,96
0801903107,55-59,90
0801903107,60-64,94
0801903107,65-69,108
0801903107,70-74,93
0801903107,75-79,57
0801903107,80-84,42
0801903107,85-89,35
0801903107,90-94,23
0801903107,95-99,7
0801903107,100,0
0801903108,0-4,70
0801903108,5-9,66
0801903108,10-14,61
0801903108,15-19,66
0801903108,20-24,73
0801903108,25-29,124
0801903108,30-34,132
0801903108,35-39,117
0801903108,40-44,145
0801903108,45-49,128
0801903108,50-54,107
0801903108,55-59,107
0801903108,60-64,88
0801903108,65-69,58
0801903108,70-74,57
0801903108,75-79,57
0801903108,80-84,40
0801903108,85-89,42
0801903108,90-94,32
0801903108,95-99,5
0801903108,100,0
0801903109,0-4,51
0801903109,5-9,70
0801903109,10-14,62
0801903109,15-19,56
0801903109,20-24,63
0801903109,25-29,102
0801903109,30-34,137
0801903109,35-39,144
0801903109,40-44,135
0801903109,45-49,137
0801903109,50-54,120
0801903109,55-59,76
0801903109,60-64,101
0801903109,65-69,63
0801903109,70-74,56
0801903109,75-79,50
0801903109,80-84,35
0801903109,85-89,26
0801903109,90-94,23
0801903109,95-99,7
0801903109,100,0
0801903110,0-4,51
0801903110,5-9,52
0801903110,10-14,51
0801903110,15-19,52
0801903110,20-24,57
0801903110,25-29,134
0801903110,30-34,139
0801903110,35-39,117
0801903110,40-44,141
0801903110,45-49,113
0801903110,50-54,108
0801903110,55-59,72
0801903110,60-64,81
0801903110,65-69,69
0801903110,70-74,51
0801903110,75-79,53
0801903110,80-84,41
0801903110,85-89,38
0801903110,90-94,33
0801903110,95-99,7
0801903110,100,3
0801903111,0-4,51
0801903111,5-9,49
0801903111,10-14,55
0801903111,15-19,45
0801903111,20-24,62
0801903111,25-29,81
0801903111,30-34,129
0801903111,35-39,116
0801903111,40-44,108
0801903111,45-49,113
0801903111,50-54,84
0801903111,55-59,83
0801903111,60-64,70
0801903111,65-69,74
0801903111,70-74,64
0801903111,75-79,42
0801903111,80-84,32
0801903111,85-89,23
0801903111,90-94,11
0801903111,95-99,4
0801903111,100,1
0801903112,0-4,66
0801903112,5-9,74
0801903112,10-14,75
0801903112,15-19,53
0801903112,20-24,82
0801903112,25-29,162
0801903112,30-34,138
0801903112,35-39,138
0801903112,40-44,132
0801903112,45-49,141
0801903112,50-54,114
0801903112,55-59,90
0801903112,60-64,153
0801903112,65-69,149
0801903112,70-74,107
0801903112,75-79,88
0801903112,80-84,42
0801903112,85-89,45
0801903112,90-94,18
0801903112,95-99,7
0801903112,100,1
0801903113,0-4,60
0801903113,5-9,44
0801903113,10-14,55
0801903113,15-19,60
0801903113,20-24,79
0801903113,25-29,113
0801903113,30-34,114
0801903113,35-39,93
0801903113,40-44,97
0801903113,45-49,114
0801903113,50-54,80
0801903113,55-59,111
0801903113,60-64,99
0801903113,65-69,91
0801903113,70-74,79
0801903113,75-79,68
0801903113,80-84,56
0801903113,85-89,81
0801903113,90-94,32
0801903113,95-99,12
0801903113,100,1
0801903114,0-4,53
0801903114,5-9,33
0801903114,10-14,49
0801903114,15-19,63
0801903114,20-24,81
0801903114,25-29,105
0801903114,30-34,118
0801903114,35-39,97
0801903114,40-44,87
0801903114,45-49,95
0801903114,50-54,82
0801903114,55-59,91
0801903114,60-64,117
0801903114,65-69,96
0801903114,70-74,78
0801903114,75-79,88
0801903114,80-84,71
0801903114,85-89,38
0801903114,90-94,30
0801903114,95-99,3
0801903114,100,0
0801903211,0-4,50
0801903211,5-9,44
0801903211,10-14,57
0801903211,15-19,84
0801903211,20-24,117
0801903211,25-29,102
0801903211,30-34,99
0801903211,35-39,91
0801903211,40-44,81
0801903211,45-49,84
0801903211,50-54,116
0801903211,55-59,187
0801903211,60-64,146
0801903211,65-69,96
0801903211,70-74,58
0801903211,75-79,34
0801903211,80-84,29
0801903211,85-89,27
0801903211,90-94,11
0801903211,95-99,3
0801903211,100,0
0801903212,0-4,76
0801903212,5-9,93
0801903212,10-14,98
0801903212,15-19,101
0801903212,20-24,121
0801903212,25-29,149
0801903212,30-34,152
0801903212,35-39,165
0801903212,40-44,151
0801903212,45-49,176
0801903212,50-54,197
0801903212,55-59,151
0801903212,60-64,134
0801903212,65-69,111
0801903212,70-74,137
0801903212,75-79,111
0801903212,80-84,105
0801903212,85-89,118
0801903212,90-94,39
0801903212,95-99,11
0801903212,100,0
0801903213,0-4,80
0801903213,5-9,75
0801903213,10-14,117
0801903213,15-19,113
0801903213,20-24,161
0801903213,25-29,187
0801903213,30-34,157
0801903213,35-39,153
0801903213,40-44,143
0801903213,45-49,181
0801903213,50-54,180
0801903213,55-59,180
0801903213,60-64,183
0801903213,65-69,105
0801903213,70-74,113
0801903213,75-79,90
0801903213,80-84,45
0801903213,85-89,28
0801903213,90-94,9
0801903213,95-99,2
0801903213,100,0
0801904001,0-4,52
0801904001,5-9,51
0801904001,10-14,44
0801904001,15-19,46
0801904001,20-24,61
0801904001,25-29,99
0801904001,30-34,112
0801904001,35-39,103
0801904001,40-44,92
0801904001,45-49,102
0801904001,50-54,60
0801904001,55-59,67
0801904001,60-64,86
0801904001,65-69,73
0801904001,70-74,66
0801904001,75-79,58
0801904001,80-84,28
0801904001,85-89,38
0801904001,90-94,9
0801904001,95-99,3
0801904001,100,0
0801904002,0-4,63
0801904002,5-9,80
0801904002,10-14,72
0801904002,15-19,84
0801904002,20-24,100
0801904002,25-29,100
0801904002,30-34,135
0801904002,35-39,100
0801904002,40-44,130
0801904002,45-49,134
0801904002,50-54,118
0801904002,55-59,111
0801904002,60-64,153
0801904002,65-69,135
0801904002,70-74,135
0801904002,75-79,89
0801904002,80-84,63
0801904002,85-89,48
0801904002,90-94,16
0801904002,95-99,11
0801904002,100,2
0801904003,0-4,25
0801904003,5-9,36
0801904003,10-14,45
0801904003,15-19,32
0801904003,20-24,56
0801904003,25-29,73
0801904003,30-34,74
0801904003,35-39,62
0801904003,40-44,72
0801904003,45-49,76
0801904003,50-54,65
0801904003,55-59,54
0801904003,60-64,72
0801904003,65-69,91
0801904003,70-74,86
0801904003,75-79,72
0801904003,80-84,32
0801904003,85-89,20
0801904003,90-94,4
0801904003,95-99,2
0801904003,100,0
0801904004,0-4,30
0801904004,5-9,35
0801904004,10-14,34
0801904004,15-19,33
0801904004,20-24,42
0801904004,25-29,80
0801904004,30-34,82
0801904004,35-39,74
0801904004,40-44,84
0801904004,45-49,63
0801904004,50-54,61
0801904004,55-59,51
0801904004,60-64,90
0801904004,65-69,92
0801904004,70-74,83
0801904004,75-79,44
0801904004,80-84,21
0801904004,85-89,14
0801904004,90-94,7
0801904004,95-99,1
0801904004,100,1
0801904005,0-4,39
0801904005,5-9,49
0801904005,10-14,37
0801904005,15-19,51
0801904005,20-24,51
0801904005,25-29,74
0801904005,30-34,88
0801904005,35-39,85
0801904005,40-44,93
0801904005,45-49,68
0801904005,50-54,76
0801904005,55-59,81
0801904005,60-64,78
0801904005,65-69,67
0801904005,70-74,84
0801904005,75-79,76
0801904005,80-84,58
0801904005,85-89,38
0801904005,90-94,13
0801904005,95-99,1
0801904005,100,0
0801904006,0-4,42
0801904006,5-9,49
0801904006,10-14,45
0801904006,15-19,46
0801904006,20-24,39
0801904006,25-29,73
0801904006,30-34,86
0801904006,35-39,77
0801904006,40-44,78
0801904006,45-49,74
0801904006,50-54,64
0801904006,55-59,82
0801904006,60-64,56
0801904006,65-69,73
0801904006,70-74,79
0801904006,75-79,58
0801904006,80-84,48
0801904006,85-89,34
0801904006,90-94,21
0801904006,95-99,5
0801904006,100,0
0801904007,0-4,27
0801904007,5-9,40
0801904007,10-14,35
0801904007,15-19,24
0801904007,20-24,48
0801904007,25-29,62
0801904007,30-34,63
0801904007,35-39,73
0801904007,40-44,61
0801904007,45-49,73
0801904007,50-54,63
0801904007,55-59,75
0801904007,60-64,58
0801904007,65-69,57
0801904007,70-74,40
0801904007,75-79,73
0801904007,80-84,52
0801904007,85-89,37
0801904007,90-94,23
0801904007,95-99,22
0801904007,100,3
0801904008,0-4,34
0801904008,5-9,30
0801904008,10-14,42
0801904008,15-19,29
0801904008,20-24,44
0801904008,25-29,73
0801904008,30-34,84
0801904008,35-39,70
0801904008,40-44,85
0801904008,45-49,66
0801904008,50-54,41
0801904008,55-59,71
0801904008,60-64,73
0801904008,65-69,55
0801904008,70-74,66
0801904008,75-79,50
0801904008,80-84,32
0801904008,85-89,22
0801904008,90-94,23
